AB1 0AA,Refer,10,50,99000,0,UNK,,,Refer,,1.00,Bronze,AB1 0,3,3,5
AB1 0AB,Refer,10,50,99000,0,UNK,,,Refer,,1.00,Bronze,AB1 0,3,3,5
AB1 0AD,Refer,10,50,99000,0,UNK,,,Refer,,1.00,Bronze,AB1 0,3,3,5
AB1 0AE,Refer,10,50,99000,0,UNK,,,Refer,,1.00,Bronze,AB1 0,3,3,5
